CarID,city mpg,Sum of DimCar,Driven_Wheels,Engine Cylinders,Engine Fuel Type,Engine HP,highway MPG,Market Category,Make,Model,MSRP,Number of Doors,Popularity,Transmission Type,Vehicle Size,Vehicle Style,Year
6349,19,6349,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),306,28,"LUXURY,PERFORMANCE",LEXUS,RC 350,42780,2,454,AUTOMATIC,MIDSIZE,COUPE,2016
6350,19,6350,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),306,26,"LUXURY,PERFORMANCE",LEXUS,RC 350,45015,2,454,AUTOMATIC,MIDSIZE,COUPE,2016
6351,19,6351,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),306,26,"LUXURY,PERFORMANCE",LEXUS,RC 350,45025,2,454,AUTOMATIC,MIDSIZE,COUPE,2015
6352,19,6352,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),255,26,LUXURY,LEXUS,RC 300,42770,2,454,AUTOMATIC,MIDSIZE,COUPE,2017
6353,19,6353,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),255,26,LUXURY,LEXUS,RC 300,42610,2,454,AUTOMATIC,MIDSIZE,COUPE,2016
6354,16,6354,ALL WHEEL DRIVE,6,REGULAR UNLEADED,230,22,"CROSSOVER,LUXURY",LEXUS,RX 330,36675,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2004
6355,22,6355,REAR WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),241,32,LUXURY,LEXUS,RC 200T,40155,2,454,AUTOMATIC,MIDSIZE,COUPE,2017
6356,19,6356,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),306,26,"LUXURY,PERFORMANCE",LEXUS,RC 350,45175,2,454,AUTOMATIC,MIDSIZE,COUPE,2017
6357,17,6357,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,230,24,"CROSSOVER,LUXURY,PERFORMANCE",LEXUS,RX 330,35275,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2004
6358,17,6358,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,220,21,"CROSSOVER,LUXURY",LEXUS,RX 300,35125,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2003
6359,16,6359,ALL WHEEL DRIVE,6,REGULAR UNLEADED,220,21,"CROSSOVER,LUXURY",LEXUS,RX 300,36925,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2003
6360,19,6360,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),306,28,"LUXURY,PERFORMANCE",LEXUS,RC 350,43010,2,454,AUTOMATIC,MIDSIZE,COUPE,2017
6361,16,6361,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),467,25,"FACTORY TUNER,LUXURY,HIGH-PERFORMANCE",LEXUS,RC F,64165,2,454,AUTOMATIC,MIDSIZE,COUPE,2017
6362,16,6362,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),467,25,"FACTORY TUNER,LUXURY,HIGH-PERFORMANCE",LEXUS,RC F,62400,2,454,AUTOMATIC,MIDSIZE,COUPE,2015
6363,19,6363,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),306,28,"LUXURY,PERFORMANCE",LEXUS,RC 350,42790,2,454,AUTOMATIC,MIDSIZE,COUPE,2015
6364,16,6364,REAR WHEEL DRIVE,8,REGULAR UNLEADED,290,23,"LUXURY,PERFORMANCE",LEXUS,SC 400,4031,2,454,AUTOMATIC,MIDSIZE,COUPE,1999
6365,22,6365,REAR WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),241,32,LUXURY,LEXUS,RC 200T,39995,2,454,AUTOMATIC,MIDSIZE,COUPE,2016
6366,21,6366,ALL WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),235,28,"CROSSOVER,LUXURY",LEXUS,NX 200T,35880,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2015
6367,22,6367,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),235,28,"CROSSOVER,LUXURY",LEXUS,NX 200T,36580,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2015
6368,21,6368,ALL WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),235,28,"CROSSOVER,LUXURY",LEXUS,NX 200T,37980,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2015
6369,22,6369,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),235,28,"CROSSOVER,LUXURY",LEXUS,NX 200T,34480,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2015
6370,22,6370,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),235,28,"CROSSOVER,LUXURY",LEXUS,NX 200T,34965,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2016
6371,22,6371,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),235,28,"CROSSOVER,LUXURY",LEXUS,NX 200T,37065,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2016
6372,22,6372,ALL WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),235,28,"CROSSOVER,LUXURY",LEXUS,NX 200T,36365,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2016
6373,22,6373,ALL WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),235,27,"CROSSOVER,LUXURY",LEXUS,NX 200T,38465,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2016
6374,22,6374,ALL WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),235,27,"CROSSOVER,LUXURY",LEXUS,NX 200T,38585,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2017
6375,22,6375,ALL WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),235,28,"CROSSOVER,LUXURY",LEXUS,NX 200T,36485,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2017
6376,22,6376,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),235,28,"CROSSOVER,LUXURY",LEXUS,NX 200T,37185,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2017
6377,22,6377,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),235,28,"CROSSOVER,LUXURY",LEXUS,NX 200T,35085,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2017
6378,35,6378,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,194,31,"CROSSOVER,LUXURY,HYBRID",LEXUS,NX 300H,39720,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2015
6379,17,6379,REAR WHEEL DRIVE,6,REGULAR UNLEADED,225,22,"LUXURY,PERFORMANCE",LEXUS,SC 300,3211,2,454,AUTOMATIC,MIDSIZE,COUPE,1998
6380,17,6380,REAR WHEEL DRIVE,6,REGULAR UNLEADED,225,22,"LUXURY,PERFORMANCE",LEXUS,SC 300,3665,2,454,AUTOMATIC,MIDSIZE,COUPE,1999
6381,17,6381,REAR WHEEL DRIVE,6,REGULAR UNLEADED,225,22,"LUXURY,PERFORMANCE",LEXUS,SC 300,4024,2,454,AUTOMATIC,MIDSIZE,COUPE,2000
6382,17,6382,REAR WHEEL DRIVE,8,REGULAR UNLEADED,290,23,"LUXURY,PERFORMANCE",LEXUS,SC 400,3442,2,454,AUTOMATIC,MIDSIZE,COUPE,1998
6383,33,6383,ALL WHEEL DRIVE,4,REGULAR UNLEADED,194,30,"CROSSOVER,LUXURY,HYBRID",LEXUS,NX 300H,41310,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2015
6384,33,6384,ALL WHEEL DRIVE,4,REGULAR UNLEADED,194,30,"CROSSOVER,LUXURY,HYBRID",LEXUS,NX 300H,41310,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2016
6385,16,6385,REAR WHEEL DRIVE,8,REGULAR UNLEADED,290,23,"LUXURY,PERFORMANCE",LEXUS,SC 400,4404,2,454,AUTOMATIC,MIDSIZE,COUPE,2000
6386,16,6386,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),288,23,"LUXURY,PERFORMANCE",LEXUS,SC 430,66355,2,454,AUTOMATIC,COMPACT,CONVERTIBLE,2008
6387,16,6387,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),288,23,"LUXURY,PERFORMANCE",LEXUS,SC 430,66805,2,454,AUTOMATIC,COMPACT,CONVERTIBLE,2009
6388,16,6388,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),288,23,"LUXURY,PERFORMANCE",LEXUS,SC 430,68405,2,454,AUTOMATIC,COMPACT,CONVERTIBLE,2010
6389,17,6389,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,230,23,"CROSSOVER,LUXURY",LEXUS,RX 330,36025,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2005
6390,21,6390,REAR WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),241,30,LUXURY,LEXUS,GS 200T,53285,4,454,AUTOMATIC,MIDSIZE,SEDAN,2016
6391,19,6391,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),306,28,"LUXURY,HIGH-PERFORMANCE",LEXUS,IS 350,40870,4,454,AUTOMATIC,MIDSIZE,SEDAN,2016
6392,22,6392,REAR WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),241,32,LUXURY,LEXUS,GS 200T,46310,4,454,AUTOMATIC,MIDSIZE,SEDAN,2017
6393,20,6393,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,295,28,"CROSSOVER,LUXURY",LEXUS,RX 350,41900,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2016
6394,19,6394,ALL WHEEL DRIVE,6,REGULAR UNLEADED,295,26,"CROSSOVER,LUXURY",LEXUS,RX 350,43300,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2016
6395,19,6395,ALL WHEEL DRIVE,6,REGULAR UNLEADED,295,26,"CROSSOVER,LUXURY",LEXUS,RX 350,50320,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2017
6396,20,6396,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,295,27,"CROSSOVER,LUXURY",LEXUS,RX 350,48920,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2017
6397,20,6397,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,295,27,"CROSSOVER,LUXURY",LEXUS,RX 350,43020,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2017
6398,19,6398,ALL WHEEL DRIVE,6,REGULAR UNLEADED,295,26,"CROSSOVER,LUXURY",LEXUS,RX 350,44420,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2017
6399,27,6399,ALL WHEEL DRIVE,6,REGULAR UNLEADED,268,25,"CROSSOVER,LUXURY,HYBRID",LEXUS,RX 400H,46060,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2006
6400,19,6400,ALL WHEEL DRIVE,6,REGULAR UNLEADED,295,26,"CROSSOVER,LUXURY",LEXUS,RX 350,49125,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2016
6401,28,6401,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,268,25,"CROSSOVER,LUXURY,HYBRID",LEXUS,RX 400H,44660,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2006
6402,27,6402,ALL WHEEL DRIVE,6,REGULAR UNLEADED,268,25,"CROSSOVER,LUXURY,HYBRID",LEXUS,RX 400H,42580,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2007
6403,27,6403,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),268,24,"CROSSOVER,LUXURY,HYBRID",LEXUS,RX 400H,42080,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2008
6404,26,6404,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),268,24,"CROSSOVER,LUXURY,HYBRID",LEXUS,RX 400H,43480,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2008
6405,32,6405,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),295,28,"CROSSOVER,LUXURY,HYBRID",LEXUS,RX 450H,47620,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2015
6406,30,6406,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),295,28,"CROSSOVER,LUXURY,HYBRID",LEXUS,RX 450H,49020,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2015
6407,30,6407,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),308,28,"CROSSOVER,LUXURY,HYBRID",LEXUS,RX 450H,57045,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2016
6408,30,6408,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),308,28,"CROSSOVER,LUXURY,HYBRID",LEXUS,RX 450H,53635,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2016
6409,28,6409,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,268,25,"CROSSOVER,LUXURY,HYBRID",LEXUS,RX 400H,41180,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2007
6410,18,6410,ALL WHEEL DRIVE,6,REGULAR UNLEADED,270,24,"CROSSOVER,LUXURY",LEXUS,RX 350,42370,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2015
6411,18,6411,ALL WHEEL DRIVE,6,REGULAR UNLEADED,270,26,"CROSSOVER,LUXURY",LEXUS,RX 350,48710,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2015
6412,18,6412,ALL WHEEL DRIVE,6,REGULAR UNLEADED,270,26,"CROSSOVER,LUXURY",LEXUS,RX 350,50220,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2015
6413,16,6413,ALL WHEEL DRIVE,6,REGULAR UNLEADED,220,21,"CROSSOVER,LUXURY",LEXUS,RX 300,35705,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2002
6414,16,6414,FOUR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),220,21,"CROSSOVER,LUXURY",LEXUS,RX 300,35705,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2001
6415,17,6415,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),220,21,"CROSSOVER,LUXURY",LEXUS,RX 300,33955,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2001
6416,16,6416,ALL WHEEL DRIVE,6,REGULAR UNLEADED,230,22,"CROSSOVER,LUXURY",LEXUS,RX 330,37425,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2005
6417,17,6417,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,223,23,"CROSSOVER,LUXURY",LEXUS,RX 330,36370,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2006
6418,16,6418,ALL WHEEL DRIVE,6,REGULAR UNLEADED,223,22,"CROSSOVER,LUXURY",LEXUS,RX 330,37770,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2006
6419,22,6419,REAR WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),241,33,LUXURY,LEXUS,GS 200T,45615,4,454,AUTOMATIC,MIDSIZE,SEDAN,2016
6420,15,6420,FOUR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),301,20,LUXURY,LEXUS,GX 460,49485,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2015
6421,15,6421,FOUR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),301,20,LUXURY,LEXUS,GX 460,61115,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2015
6422,15,6422,FOUR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),301,20,LUXURY,LEXUS,GX 460,50780,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2016
6423,15,6423,FOUR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),301,20,LUXURY,LEXUS,GX 460,62155,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2016
6424,15,6424,FOUR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),301,18,LUXURY,LEXUS,GX 460,51280,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2017
6425,15,6425,FOUR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),301,18,LUXURY,LEXUS,GX 460,62980,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2017
6426,14,6426,FOUR WHEEL DRIVE,8,REGULAR UNLEADED,263,18,LUXURY,LEXUS,GX 470,46635,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2007
6427,14,6427,FOUR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),263,18,LUXURY,LEXUS,GX 470,47315,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2008
6428,14,6428,FOUR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),263,18,LUXURY,LEXUS,GX 470,47615,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2009
6429,18,6429,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,270,25,"CROSSOVER,LUXURY",LEXUS,RX 350,40970,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2015
6430,31,6430,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),308,30,"CROSSOVER,LUXURY,HYBRID",LEXUS,RX 450H,52235,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2016
6431,17,6431,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,220,21,"CROSSOVER,LUXURY",LEXUS,RX 300,33955,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2002
6432,31,6432,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),308,28,"CROSSOVER,LUXURY,HYBRID",LEXUS,RX 450H,53035,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2017
6433,13,6433,FOUR WHEEL DRIVE,8,PREMIUM UNLEADED (RECOMMENDED),383,18,LUXURY,LEXUS,LX 570,89380,4,454,AUTOMATIC,LARGE,4DR SUV,2017
6434,16,6434,ALL WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),360,23,"LUXURY,PERFORMANCE",LEXUS,LS 460,82305,4,454,AUTOMATIC,LARGE,SEDAN,2015
6435,16,6435,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),386,24,"LUXURY,HIGH-PERFORMANCE",LEXUS,LS 460,84500,4,454,AUTOMATIC,LARGE,SEDAN,2015
6436,16,6436,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),386,24,"LUXURY,PERFORMANCE",LEXUS,LS 460,78820,4,454,AUTOMATIC,LARGE,SEDAN,2015
6437,43,6437,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,134,40,"HATCHBACK,LUXURY,HYBRID",LEXUS,CT 200H,32200,4,454,AUTOMATIC,COMPACT,4DR HATCHBACK,2015
6438,16,6438,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),386,24,"LUXURY,PERFORMANCE",LEXUS,LS 460,72520,4,454,AUTOMATIC,LARGE,SEDAN,2015
6439,16,6439,ALL WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),360,23,"LUXURY,PERFORMANCE",LEXUS,LS 460,75465,4,454,AUTOMATIC,LARGE,SEDAN,2015
6440,16,6440,ALL WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),360,23,"LUXURY,PERFORMANCE",LEXUS,LS 460,87500,4,454,AUTOMATIC,LARGE,SEDAN,2015
6441,16,6441,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),278,23,"LUXURY,PERFORMANCE",LEXUS,LS 430,56525,4,454,AUTOMATIC,LARGE,SEDAN,2006
6442,16,6442,ALL WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),360,23,"LUXURY,PERFORMANCE",LEXUS,LS 460,75465,4,454,AUTOMATIC,LARGE,SEDAN,2016
6443,16,6443,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),386,24,"LUXURY,PERFORMANCE",LEXUS,LS 460,72520,4,454,AUTOMATIC,LARGE,SEDAN,2016
6444,16,6444,ALL WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),360,23,"LUXURY,PERFORMANCE",LEXUS,LS 460,82305,4,454,AUTOMATIC,LARGE,SEDAN,2016
6445,16,6445,ALL WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),359,23,"LUXURY,PERFORMANCE",LEXUS,LS 460,82305,4,454,AUTOMATIC,LARGE,SEDAN,2017
6446,16,6446,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),386,24,"LUXURY,PERFORMANCE",LEXUS,LS 460,72520,4,454,AUTOMATIC,LARGE,SEDAN,2017
6447,16,6447,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),386,24,"LUXURY,PERFORMANCE",LEXUS,LS 460,78820,4,454,AUTOMATIC,LARGE,SEDAN,2017
6448,19,6448,ALL WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),438,23,"LUXURY,HIGH-PERFORMANCE,HYBRID",LEXUS,LS 600H L,120440,4,454,AUTOMATIC,LARGE,SEDAN,2016
6449,19,6449,ALL WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),438,23,"LUXURY,HIGH-PERFORMANCE,HYBRID",LEXUS,LS 600H L,120440,4,454,AUTOMATIC,LARGE,SEDAN,2015
6450,16,6450,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),386,24,"LUXURY,PERFORMANCE",LEXUS,LS 460,78820,4,454,AUTOMATIC,LARGE,SEDAN,2016
6451,16,6451,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),290,23,"LUXURY,PERFORMANCE",LEXUS,LS 430,56225,4,454,AUTOMATIC,LARGE,SEDAN,2005
6452,16,6452,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),290,23,"LUXURY,PERFORMANCE",LEXUS,LS 430,55375,4,454,AUTOMATIC,LARGE,SEDAN,2004
6453,16,6453,REAR WHEEL DRIVE,8,REGULAR UNLEADED,290,23,LUXURY,LEXUS,LS 400,5035,4,454,AUTOMATIC,MIDSIZE,SEDAN,2000
6454,13,6454,FOUR WHEEL DRIVE,8,PREMIUM UNLEADED (RECOMMENDED),383,18,LUXURY,LEXUS,LX 570,88880,4,454,AUTOMATIC,LARGE,4DR SUV,2016
6455,12,6455,FOUR WHEEL DRIVE,8,PREMIUM UNLEADED (RECOMMENDED),383,17,LUXURY,LEXUS,LX 570,83180,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2015
6456,12,6456,FOUR WHEEL DRIVE,8,REGULAR UNLEADED,268,15,LUXURY,LEXUS,LX 470,67395,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2007
6457,12,6457,FOUR WHEEL DRIVE,8,REGULAR UNLEADED,275,15,LUXURY,LEXUS,LX 470,67395,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2006
6458,12,6458,FOUR WHEEL DRIVE,8,REGULAR UNLEADED,235,16,LUXURY,LEXUS,LX 470,65225,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2005
6459,12,6459,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,212,14,LUXURY,LEXUS,LX 450,4282,4,454,AUTOMATIC,MIDSIZE,4DR SUV,1997
6460,12,6460,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,212,14,LUXURY,LEXUS,LX 450,3667,4,454,AUTOMATIC,MIDSIZE,4DR SUV,1996
6461,17,6461,REAR WHEEL DRIVE,8,REGULAR UNLEADED,290,23,LUXURY,LEXUS,LS 400,4207,4,454,AUTOMATIC,MIDSIZE,SEDAN,1998
6462,35,6462,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,187,34,"LUXURY,HYBRID",LEXUS,HS 250H,34650,4,454,AUTOMATIC,MIDSIZE,SEDAN,2010
6463,35,6463,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,187,34,"LUXURY,HYBRID",LEXUS,HS 250H,37420,4,454,AUTOMATIC,MIDSIZE,SEDAN,2010
6464,35,6464,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,187,34,"LUXURY,HYBRID",LEXUS,HS 250H,39100,4,454,AUTOMATIC,MIDSIZE,SEDAN,2011
6465,35,6465,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,187,34,"LUXURY,HYBRID",LEXUS,HS 250H,36330,4,454,AUTOMATIC,MIDSIZE,SEDAN,2011
6466,35,6466,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,187,34,"LUXURY,HYBRID",LEXUS,HS 250H,39800,4,454,AUTOMATIC,MIDSIZE,SEDAN,2012
6467,35,6467,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,187,34,"LUXURY,HYBRID",LEXUS,HS 250H,37030,4,454,AUTOMATIC,MIDSIZE,SEDAN,2012
6468,43,6468,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,134,40,"HATCHBACK,LUXURY,HYBRID",LEXUS,CT 200H,31250,4,454,AUTOMATIC,COMPACT,4DR HATCHBACK,2017
6469,43,6469,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,134,40,"HATCHBACK,LUXURY,HYBRID",LEXUS,CT 200H,31250,4,454,AUTOMATIC,COMPACT,4DR HATCHBACK,2016
6470,16,6470,REAR WHEEL DRIVE,8,REGULAR UNLEADED,290,23,LUXURY,LEXUS,LS 400,4556,4,454,AUTOMATIC,MIDSIZE,SEDAN,1999
6471,31,6471,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),308,28,"CROSSOVER,LUXURY,HYBRID",LEXUS,RX 450H,56495,4,454,AUTOMATIC,MIDSIZE,4DR SUV,2017
6472,22,6472,REAR WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),241,33,LUXURY,LEXUS,IS 200T,37325,4,454,AUTOMATIC,MIDSIZE,SEDAN,2016
6473,19,6473,ALL WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),438,23,"LUXURY,HIGH-PERFORMANCE,HYBRID",LEXUS,LS 600H L,120060,4,454,AUTOMATIC,LARGE,SEDAN,2014
6474,21,6474,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),204,30,LUXURY,LEXUS,IS 250 C,42610,2,454,AUTOMATIC,COMPACT,CONVERTIBLE,2013
6475,19,6475,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),306,26,"LUXURY,PERFORMANCE",LEXUS,IS 350,42300,4,454,AUTOMATIC,MIDSIZE,SEDAN,2015
6476,19,6476,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),306,28,"LUXURY,HIGH-PERFORMANCE",LEXUS,IS 350,40065,4,454,AUTOMATIC,MIDSIZE,SEDAN,2015
6477,19,6477,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),306,26,"LUXURY,PERFORMANCE",LEXUS,IS 350,41850,4,454,AUTOMATIC,MIDSIZE,SEDAN,2014
6478,19,6478,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),306,28,"LUXURY,HIGH-PERFORMANCE",LEXUS,IS 350,39615,4,454,AUTOMATIC,MIDSIZE,SEDAN,2014
6479,19,6479,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),306,27,"LUXURY,PERFORMANCE",LEXUS,IS 350 C,47640,2,454,AUTOMATIC,COMPACT,CONVERTIBLE,2015
6480,19,6480,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),306,27,"LUXURY,PERFORMANCE",LEXUS,IS 350 C,47140,2,454,AUTOMATIC,COMPACT,CONVERTIBLE,2014
